datekey;date;year;quarter;month;week;day;productkey;productid;productname;category;subcategory;brand;customerkey;customerid;customername;location;gender;agegroup;channelkey;channeltype;salesamount;unitssold;rating;sentimentscore;productreturned
112;2023-04-22;2023;2;4;16;22;36;36;Product 36;Clothing;Subcat A;Brand X;77;77;Customer 77;California;Female;36-45;2;Mobile App;5993.50;10;3;3.21;t
182;2023-07-01;2023;3;7;26;1;46;46;Product 46;Clothing;Subcat B;Brand Z;1;1;Customer 1;California;Female;26-35;2;Mobile App;531.04;8;5;4.48;t
17;2023-01-17;2023;1;1;3;17;11;11;Product 11;Clothing;Subcat C;Brand W;41;41;Customer 41;California;Female;26-35;2;Mobile App;216.06;6;5;3.64;t
105;2023-04-15;2023;2;4;15;15;1;1;Product 1;Clothing;Subcat B;Brand Y;61;61;Customer 61;California;Female;26-35;1;Website;4040.54;7;4;3.72;t
207;2023-07-26;2023;3;7;30;26;16;16;Product 16;Clothing;Subcat B;Brand X;97;97;Customer 97;California;Female;36-45;2;Mobile App;2919.18;6;3;4.13;t
159;2023-06-08;2023;2;6;23;8;21;21;Product 21;Clothing;Subcat A;Brand Y;53;53;Customer 53;California;Female;46-55;1;Website;825.04;2;1;4.93;t
363;2023-12-29;2023;4;12;52;29;6;6;Product 6;Clothing;Subcat A;Brand Z;41;41;Customer 41;California;Female;26-35;1;Website;1125.32;7;5;3.32;t
335;2023-12-01;2023;4;12;48;1;11;11;Product 11;Clothing;Subcat C;Brand W;93;93;Customer 93;California;Female;46-55;1;Website;4986.36;9;3;4.94;t
24;2023-01-24;2023;1;1;4;24;22;22;Product 22;Home & Garden;Subcat B;Brand Z;44;44;Customer 44;New York;Male;56+;1;Website;1210.92;3;3;2.55;f
112;2023-04-22;2023;2;4;16;22;29;29;Product 29;Toys;Subcat C;Brand Y;94;94;Customer 94;Texas;Male;56+;1;Website;2029.65;7;4;3.70;f
212;2023-07-31;2023;3;7;31;31;34;34;Product 34;Toys;Subcat B;Brand Z;24;24;Customer 24;New York;Male;56+;2;Mobile App;429.32;1;2;2.78;f
250;2023-09-07;2023;3;9;36;7;31;31;Product 31;Clothing;Subcat B;Brand W;94;94;Customer 94;Texas;Male;56+;2;Mobile App;1771.92;4;4;3.48;f
159;2023-06-08;2023;2;6;23;8;22;22;Product 22;Home & Garden;Subcat B;Brand Z;39;39;Customer 39;Florida;Female;56+;2;Mobile App;1009.44;2;1;3.63;f
297;2023-10-24;2023;4;10;43;24;18;18;Product 18;Books;Subcat A;Brand Z;74;74;Customer 74;Texas;Male;56+;2;Mobile App;3686.96;8;1;3.69;t
125;2023-05-05;2023;2;5;18;5;22;22;Product 22;Home & Garden;Subcat B;Brand Z;84;84;Customer 84;New York;Male;56+;2;Mobile App;296.88;6;4;2.65;f
156;2023-06-05;2023;2;6;23;5;44;44;Product 44;Toys;Subcat C;Brand X;84;84;Customer 84;New York;Male;56+;2;Mobile App;194.54;2;3;3.66;f
140;2023-05-20;2023;2;5;20;20;17;17;Product 17;Home & Garden;Subcat C;Brand Y;19;19;Customer 19;Florida;Female;56+;2;Mobile App;74.46;2;1;2.92;f
66;2023-03-07;2023;1;3;10;7;39;39;Product 39;Toys;Subcat A;Brand W;34;34;Customer 34;Texas;Male;56+;2;Mobile App;2219.46;6;1;3.70;f
80;2023-03-21;2023;1;3;12;21;48;48;Product 48;Books;Subcat A;Brand X;19;19;Customer 19;Florida;Female;56+;2;Mobile App;917.52;8;2;3.17;t
180;2023-06-29;2023;2;6;26;29;18;18;Product 18;Books;Subcat A;Brand Z;84;84;Customer 84;New York;Male;56+;1;Website;1344.97;11;4;2.09;f
120;2023-04-30;2023;2;4;17;30;48;48;Product 48;Books;Subcat A;Brand X;24;24;Customer 24;New York;Male;56+;1;Website;1947.48;4;2;3.54;f
9;2023-01-09;2023;1;1;2;9;21;21;Product 21;Clothing;Subcat A;Brand Y;39;39;Customer 39;Florida;Female;56+;1;Website;5046.80;10;2;3.01;f
296;2023-10-23;2023;4;10;43;23;42;42;Product 42;Home & Garden;Subcat A;Brand Z;84;84;Customer 84;New York;Male;56+;2;Mobile App;3216.72;8;4;3.47;f
7;2023-01-07;2023;1;1;1;7;26;26;Product 26;Clothing;Subcat C;Brand Z;99;99;Customer 99;Florida;Female;56+;2;Mobile App;565.38;3;3;2.95;f
230;2023-08-18;2023;3;8;33;18;22;22;Product 22;Home & Garden;Subcat B;Brand Z;14;14;Customer 14;Texas;Male;56+;1;Website;837.85;5;2;2.52;f
124;2023-05-04;2023;2;5;18;4;43;43;Product 43;Books;Subcat B;Brand W;14;14;Customer 14;Texas;Male;56+;2;Mobile App;3533.94;9;2;3.12;f
110;2023-04-20;2023;2;4;16;20;17;17;Product 17;Home & Garden;Subcat C;Brand Y;94;94;Customer 94;Texas;Male;56+;1;Website;2355.35;5;2;3.85;f
315;2023-11-11;2023;4;11;45;11;28;28;Product 28;Books;Subcat B;Brand X;14;14;Customer 14;Texas;Male;56+;2;Mobile App;785.70;3;1;3.69;f
58;2023-02-27;2023;1;2;9;27;32;32;Product 32;Home & Garden;Subcat C;Brand X;34;34;Customer 34;Texas;Male;56+;1;Website;1366.24;8;1;2.21;f
5;2023-01-05;2023;1;1;1;5;46;46;Product 46;Clothing;Subcat B;Brand Z;59;59;Customer 59;Florida;Female;56+;1;Website;151.05;3;1;2.95;f
260;2023-09-17;2023;3;9;37;17;29;29;Product 29;Toys;Subcat C;Brand Y;19;19;Customer 19;Florida;Female;56+;1;Website;5114.20;10;1;3.53;f
219;2023-08-07;2023;3;8;32;7;47;47;Product 47;Home & Garden;Subcat C;Brand W;44;44;Customer 44;New York;Male;56+;2;Mobile App;1814.30;5;1;3.39;f
251;2023-09-08;2023;3;9;36;8;11;11;Product 11;Clothing;Subcat C;Brand W;99;99;Customer 99;Florida;Female;56+;1;Website;2369.25;5;2;2.23;f
324;2023-11-20;2023;4;11;47;20;7;7;Product 7;Home & Garden;Subcat B;Brand W;39;39;Customer 39;Florida;Female;56+;2;Mobile App;1539.36;6;2;2.35;f
221;2023-08-09;2023;3;8;32;9;19;19;Product 19;Toys;Subcat B;Brand W;94;94;Customer 94;Texas;Male;56+;2;Mobile App;1419.06;6;3;2.76;f
132;2023-05-12;2023;2;5;19;12;44;44;Product 44;Toys;Subcat C;Brand X;84;84;Customer 84;New York;Male;56+;2;Mobile App;826.80;6;1;3.52;f
192;2023-07-11;2023;3;7;28;11;13;13;Product 13;Books;Subcat B;Brand Y;39;39;Customer 39;Florida;Female;56+;1;Website;3883.59;9;1;3.84;f
212;2023-07-31;2023;3;7;31;31;34;34;Product 34;Toys;Subcat B;Brand Z;39;39;Customer 39;Florida;Female;56+;1;Website;3452.60;10;4;3.29;f
156;2023-06-05;2023;2;6;23;5;7;7;Product 7;Home & Garden;Subcat B;Brand W;54;54;Customer 54;Texas;Male;56+;1;Website;4098.80;10;2;2.08;f
255;2023-09-12;2023;3;9;37;12;14;14;Product 14;Toys;Subcat C;Brand Z;84;84;Customer 84;New York;Male;56+;1;Website;389.92;2;3;2.85;f
32;2023-02-01;2023;1;2;5;1;9;9;Product 9;Toys;Subcat A;Brand Y;64;64;Customer 64;New York;Male;56+;2;Mobile App;147.98;7;2;2.29;f
16;2023-01-16;2023;1;1;3;16;12;12;Product 12;Home & Garden;Subcat A;Brand X;99;99;Customer 99;Florida;Female;56+;2;Mobile App;3377.92;7;4;2.24;f
220;2023-08-08;2023;3;8;32;8;13;13;Product 13;Books;Subcat B;Brand Y;99;99;Customer 99;Florida;Female;56+;2;Mobile App;2303.75;5;2;3.82;t
129;2023-05-09;2023;2;5;19;9;42;42;Product 42;Home & Garden;Subcat A;Brand Z;24;24;Customer 24;New York;Male;56+;2;Mobile App;1782.44;4;1;3.46;f
28;2023-01-28;2023;1;1;4;28;3;3;Product 3;Books;Subcat A;Brand W;34;34;Customer 34;Texas;Male;56+;2;Mobile App;730.30;2;2;3.28;t
319;2023-11-15;2023;4;11;46;15;32;32;Product 32;Home & Garden;Subcat C;Brand X;79;79;Customer 79;Florida;Female;56+;1;Website;3534.10;10;1;2.07;f
150;2023-05-30;2023;2;5;22;30;43;43;Product 43;Books;Subcat B;Brand W;14;14;Customer 14;Texas;Male;56+;1;Website;469.74;2;3;3.22;f
176;2023-06-25;2023;2;6;25;25;13;13;Product 13;Books;Subcat B;Brand Y;44;44;Customer 44;New York;Male;56+;2;Mobile App;549.30;10;1;2.54;f
167;2023-06-16;2023;2;6;24;16;42;42;Product 42;Home & Garden;Subcat A;Brand Z;44;44;Customer 44;New York;Male;56+;2;Mobile App;3294.27;7;1;3.70;f
24;2023-01-24;2023;1;1;4;24;6;6;Product 6;Clothing;Subcat A;Brand Z;44;44;Customer 44;New York;Male;56+;2;Mobile App;272.93;7;2;2.65;f
55;2023-02-24;2023;1;2;8;24;17;17;Product 17;Home & Garden;Subcat C;Brand Y;99;99;Customer 99;Florida;Female;56+;1;Website;364.40;1;1;3.95;f
85;2023-03-26;2023;1;3;12;26;28;28;Product 28;Books;Subcat B;Brand X;79;79;Customer 79;Florida;Female;56+;1;Website;529.50;5;1;3.40;f
131;2023-05-11;2023;2;5;19;11;3;3;Product 3;Books;Subcat A;Brand W;59;59;Customer 59;Florida;Female;56+;2;Mobile App;511.60;2;2;2.16;f
203;2023-07-22;2023;3;7;29;22;43;43;Product 43;Books;Subcat B;Brand W;44;44;Customer 44;New York;Male;56+;1;Website;2552.16;6;2;3.03;f
13;2023-01-13;2023;1;1;2;13;3;3;Product 3;Books;Subcat A;Brand W;79;79;Customer 79;Florida;Female;56+;2;Mobile App;2267.37;9;1;3.98;f
307;2023-11-03;2023;4;11;44;3;47;47;Product 47;Home & Garden;Subcat C;Brand W;14;14;Customer 14;Texas;Male;56+;2;Mobile App;3933.92;8;1;3.97;t
304;2023-10-31;2023;4;10;44;31;24;24;Product 24;Toys;Subcat A;Brand X;54;54;Customer 54;Texas;Male;56+;2;Mobile App;3152.80;7;3;3.85;f
138;2023-05-18;2023;2;5;20;18;22;22;Product 22;Home & Garden;Subcat B;Brand Z;54;54;Customer 54;Texas;Male;56+;1;Website;168.09;3;1;3.81;f
307;2023-11-03;2023;4;11;44;3;49;49;Product 49;Toys;Subcat B;Brand Y;99;99;Customer 99;Florida;Female;56+;2;Mobile App;2652.48;8;1;2.07;f
19;2023-01-19;2023;1;1;3;19;12;12;Product 12;Home & Garden;Subcat A;Brand X;44;44;Customer 44;New York;Male;56+;2;Mobile App;393.12;6;1;3.00;f
175;2023-06-24;2023;2;6;25;24;27;27;Product 27;Home & Garden;Subcat A;Brand W;39;39;Customer 39;Florida;Female;56+;1;Website;3924.30;10;1;2.13;f
49;2023-02-18;2023;1;2;7;18;7;7;Product 7;Home & Garden;Subcat B;Brand W;19;19;Customer 19;Florida;Female;56+;2;Mobile App;921.36;8;3;2.84;f
77;2023-03-18;2023;1;3;11;18;41;41;Product 41;Clothing;Subcat C;Brand Y;34;34;Customer 34;Texas;Male;56+;1;Website;760.86;9;3;2.46;f
189;2023-07-08;2023;3;7;27;8;24;24;Product 24;Toys;Subcat A;Brand X;24;24;Customer 24;New York;Male;56+;1;Website;171.52;4;1;2.59;f
285;2023-10-12;2023;4;10;41;12;38;38;Product 38;Books;Subcat C;Brand Z;44;44;Customer 44;New York;Male;56+;2;Mobile App;471.75;3;2;2.71;f
261;2023-09-18;2023;3;9;38;18;6;6;Product 6;Clothing;Subcat A;Brand Z;99;99;Customer 99;Florida;Female;56+;1;Website;289.40;4;2;2.28;f
101;2023-04-11;2023;2;4;15;11;43;43;Product 43;Books;Subcat B;Brand W;84;84;Customer 84;New York;Male;56+;1;Website;3602.76;7;1;3.04;f
102;2023-04-12;2023;2;4;15;12;3;3;Product 3;Books;Subcat A;Brand W;84;84;Customer 84;New York;Male;56+;2;Mobile App;1324.72;4;4;2.20;f
195;2023-07-14;2023;3;7;28;14;12;12;Product 12;Home & Garden;Subcat A;Brand X;59;59;Customer 59;Florida;Female;56+;1;Website;598.68;3;1;2.80;f
27;2023-01-27;2023;1;1;4;27;32;32;Product 32;Home & Garden;Subcat C;Brand X;74;74;Customer 74;Texas;Male;56+;2;Mobile App;1034.86;2;2;2.36;f
22;2023-01-22;2023;1;1;3;22;2;2;Product 2;Home & Garden;Subcat C;Brand Z;19;19;Customer 19;Florida;Female;56+;2;Mobile App;2516.04;6;1;2.97;t
142;2023-05-22;2023;2;5;21;22;4;4;Product 4;Toys;Subcat B;Brand X;44;44;Customer 44;New York;Male;56+;1;Website;4157.82;9;4;2.48;f
172;2023-06-21;2023;2;6;25;21;2;2;Product 2;Home & Garden;Subcat C;Brand Z;59;59;Customer 59;Florida;Female;56+;2;Mobile App;4318.16;11;3;3.56;f
330;2023-11-26;2023;4;11;47;26;7;7;Product 7;Home & Garden;Subcat B;Brand W;39;39;Customer 39;Florida;Female;56+;2;Mobile App;1823.84;8;1;3.75;f
92;2023-04-02;2023;2;4;13;2;8;8;Product 8;Books;Subcat C;Brand X;34;34;Customer 34;Texas;Male;56+;2;Mobile App;779.26;2;2;2.11;f
11;2023-01-11;2023;1;1;2;11;17;17;Product 17;Home & Garden;Subcat C;Brand Y;34;34;Customer 34;Texas;Male;56+;2;Mobile App;373.47;1;3;2.37;f
88;2023-03-29;2023;1;3;13;29;48;48;Product 48;Books;Subcat A;Brand X;94;94;Customer 94;Texas;Male;56+;2;Mobile App;1275.90;3;3;2.93;f
27;2023-01-27;2023;1;1;4;27;46;46;Product 46;Clothing;Subcat B;Brand Z;4;4;Customer 4;New York;Male;56+;2;Mobile App;2455.50;6;1;3.15;f
328;2023-11-24;2023;4;11;47;24;6;6;Product 6;Clothing;Subcat A;Brand Z;44;44;Customer 44;New York;Male;56+;1;Website;1903.62;6;1;2.61;f
49;2023-02-18;2023;1;2;7;18;16;16;Product 16;Clothing;Subcat B;Brand X;34;34;Customer 34;Texas;Male;56+;1;Website;404.74;7;1;2.99;f
236;2023-08-24;2023;3;8;34;24;9;9;Product 9;Toys;Subcat A;Brand Y;44;44;Customer 44;New York;Male;56+;2;Mobile App;2315.88;6;3;3.26;f
178;2023-06-27;2023;2;6;26;27;29;29;Product 29;Toys;Subcat C;Brand Y;14;14;Customer 14;Texas;Male;56+;1;Website;654.92;2;2;2.33;f
113;2023-04-23;2023;2;4;16;23;31;31;Product 31;Clothing;Subcat B;Brand W;99;99;Customer 99;Florida;Female;56+;2;Mobile App;3174.66;9;1;2.19;f
103;2023-04-13;2023;2;4;15;13;17;17;Product 17;Home & Garden;Subcat C;Brand Y;4;4;Customer 4;New York;Male;56+;1;Website;3003.00;11;3;3.88;f
55;2023-02-24;2023;1;2;8;24;34;34;Product 34;Toys;Subcat B;Brand Z;39;39;Customer 39;Florida;Female;56+;1;Website;84.90;1;3;3.11;f
164;2023-06-13;2023;2;6;24;13;29;29;Product 29;Toys;Subcat C;Brand Y;44;44;Customer 44;New York;Male;56+;1;Website;3919.14;9;1;2.04;f
78;2023-03-19;2023;1;3;11;19;41;41;Product 41;Clothing;Subcat C;Brand Y;44;44;Customer 44;New York;Male;56+;2;Mobile App;2539.20;5;1;3.28;f
195;2023-07-14;2023;3;7;28;14;38;38;Product 38;Books;Subcat C;Brand Z;74;74;Customer 74;Texas;Male;56+;2;Mobile App;265.66;2;4;3.81;f
190;2023-07-09;2023;3;7;27;9;8;8;Product 8;Books;Subcat C;Brand X;84;84;Customer 84;New York;Male;56+;2;Mobile App;2070.64;8;1;3.40;f
143;2023-05-23;2023;2;5;21;23;44;44;Product 44;Toys;Subcat C;Brand X;14;14;Customer 14;Texas;Male;56+;2;Mobile App;1195.65;5;3;2.86;f
226;2023-08-14;2023;3;8;33;14;22;22;Product 22;Home & Garden;Subcat B;Brand Z;64;64;Customer 64;New York;Male;56+;2;Mobile App;1253.70;6;1;3.92;f
158;2023-06-07;2023;2;6;23;7;39;39;Product 39;Toys;Subcat A;Brand W;44;44;Customer 44;New York;Male;56+;2;Mobile App;334.86;6;3;3.78;f
162;2023-06-11;2023;2;6;23;11;14;14;Product 14;Toys;Subcat C;Brand Z;59;59;Customer 59;Florida;Female;56+;1;Website;629.70;2;4;2.67;t
178;2023-06-27;2023;2;6;26;27;42;42;Product 42;Home & Garden;Subcat A;Brand Z;64;64;Customer 64;New York;Male;56+;2;Mobile App;1557.40;4;1;2.66;f
38;2023-02-07;2023;1;2;6;7;42;42;Product 42;Home & Garden;Subcat A;Brand Z;4;4;Customer 4;New York;Male;56+;1;Website;1284.90;6;1;3.63;f
267;2023-09-24;2023;3;9;38;24;1;1;Product 1;Clothing;Subcat B;Brand Y;44;44;Customer 44;New York;Male;56+;2;Mobile App;2546.90;10;3;3.66;f
26;2023-01-26;2023;1;1;4;26;31;31;Product 31;Clothing;Subcat B;Brand W;74;74;Customer 74;Texas;Male;56+;2;Mobile App;2827.26;9;4;3.14;f
270;2023-09-27;2023;3;9;39;27;49;49;Product 49;Toys;Subcat B;Brand Y;64;64;Customer 64;New York;Male;56+;2;Mobile App;2386.12;11;1;2.35;f
357;2023-12-23;2023;4;12;51;23;24;24;Product 24;Toys;Subcat A;Brand X;94;94;Customer 94;Texas;Male;56+;2;Mobile App;1249.00;2;4;3.31;f
353;2023-12-19;2023;4;12;51;19;26;26;Product 26;Clothing;Subcat C;Brand Z;79;79;Customer 79;Florida;Female;56+;1;Website;913.62;6;3;3.66;f
341;2023-12-07;2023;4;12;49;7;27;27;Product 27;Home & Garden;Subcat A;Brand W;34;34;Customer 34;Texas;Male;56+;1;Website;4028.30;10;1;2.63;t
346;2023-12-12;2023;4;12;50;12;12;12;Product 12;Home & Garden;Subcat A;Brand X;4;4;Customer 4;New York;Male;56+;1;Website;3030.40;5;4;3.53;t
347;2023-12-13;2023;4;12;50;13;36;36;Product 36;Clothing;Subcat A;Brand X;24;24;Customer 24;New York;Male;56+;1;Website;1417.98;6;1;2.58;f
348;2023-12-14;2023;4;12;50;14;41;41;Product 41;Clothing;Subcat C;Brand Y;24;24;Customer 24;New York;Male;56+;1;Website;1764.08;4;2;2.97;f
350;2023-12-16;2023;4;12;50;16;26;26;Product 26;Clothing;Subcat C;Brand Z;24;24;Customer 24;New York;Male;56+;1;Website;1960.05;5;1;2.70;f
335;2023-12-01;2023;4;12;48;1;31;31;Product 31;Clothing;Subcat B;Brand W;84;84;Customer 84;New York;Male;56+;2;Mobile App;2366.08;8;1;2.65;f
341;2023-12-07;2023;4;12;49;7;24;24;Product 24;Toys;Subcat A;Brand X;19;19;Customer 19;Florida;Female;56+;2;Mobile App;4272.30;6;3;2.02;t
350;2023-12-16;2023;4;12;50;16;48;48;Product 48;Books;Subcat A;Brand X;59;59;Customer 59;Florida;Female;56+;2;Mobile App;592.92;6;2;3.34;f
336;2023-12-02;2023;4;12;48;2;22;22;Product 22;Home & Garden;Subcat B;Brand Z;4;4;Customer 4;New York;Male;56+;1;Website;4312.38;6;3;3.83;t
351;2023-12-17;2023;4;12;50;17;7;7;Product 7;Home & Garden;Subcat B;Brand W;99;99;Customer 99;Florida;Female;56+;1;Website;4561.20;6;2;2.02;f
285;2023-10-12;2023;4;10;41;12;35;35;Product 35;Electronics;Subcat C;Brand W;39;39;Customer 39;Florida;Female;56+;1;Website;2746.50;6;4;4.00;f
181;2023-06-30;2023;2;6;26;30;40;40;Product 40;Electronics;Subcat B;Brand X;59;59;Customer 59;Florida;Female;56+;1;Website;1483.35;3;4;4.00;f
115;2023-04-25;2023;2;4;17;25;20;20;Product 20;Electronics;Subcat C;Brand X;44;44;Customer 44;New York;Male;56+;1;Website;1018.72;8;4;4.00;f
263;2023-09-20;2023;3;9;38;20;10;10;Product 10;Electronics;Subcat B;Brand Z;34;34;Customer 34;Texas;Male;56+;1;Website;827.46;9;4;4.00;f
205;2023-07-24;2023;3;7;30;24;45;45;Product 45;Electronics;Subcat A;Brand Y;14;14;Customer 14;Texas;Male;56+;1;Website;1723.36;4;4;4.00;f
199;2023-07-18;2023;3;7;29;18;20;20;Product 20;Electronics;Subcat C;Brand X;14;14;Customer 14;Texas;Male;56+;1;Website;1569.89;7;4;4.00;f
238;2023-08-26;2023;3;8;34;26;5;5;Product 5;Electronics;Subcat C;Brand Y;39;39;Customer 39;Florida;Female;56+;1;Website;2579.25;5;4;4.00;t
290;2023-10-17;2023;4;10;42;17;35;35;Product 35;Electronics;Subcat C;Brand W;4;4;Customer 4;New York;Male;56+;1;Website;568.92;6;4;4.00;f
238;2023-08-26;2023;3;8;34;26;10;10;Product 10;Electronics;Subcat B;Brand Z;44;44;Customer 44;New York;Male;56+;2;Mobile App;2641.98;6;4;4.00;f
267;2023-09-24;2023;3;9;38;24;25;25;Product 25;Electronics;Subcat B;Brand Y;44;44;Customer 44;New York;Male;56+;2;Mobile App;1371.60;6;4;4.00;f
79;2023-03-20;2023;1;3;12;20;45;45;Product 45;Electronics;Subcat A;Brand Y;44;44;Customer 44;New York;Male;56+;2;Mobile App;1616.35;5;4;4.00;f
84;2023-03-25;2023;1;3;12;25;15;15;Product 15;Electronics;Subcat A;Brand W;74;74;Customer 74;Texas;Male;56+;2;Mobile App;3029.20;8;4;4.00;f
308;2023-11-04;2023;4;11;44;4;25;25;Product 25;Electronics;Subcat B;Brand Y;44;44;Customer 44;New York;Male;56+;2;Mobile App;1245.78;6;4;4.00;f
178;2023-06-27;2023;2;6;26;27;40;40;Product 40;Electronics;Subcat B;Brand X;84;84;Customer 84;New York;Male;56+;2;Mobile App;1344.60;10;4;4.00;f
218;2023-08-06;2023;3;8;31;6;30;30;Product 30;Electronics;Subcat A;Brand Z;24;24;Customer 24;New York;Male;56+;1;Website;1705.40;4;4;4.00;t
239;2023-08-27;2023;3;8;34;27;5;5;Product 5;Electronics;Subcat C;Brand Y;19;19;Customer 19;Florida;Female;56+;2;Mobile App;2159.15;5;4;4.00;f
205;2023-07-24;2023;3;7;30;24;50;50;Product 50;Electronics;Subcat C;Brand Z;94;94;Customer 94;Texas;Male;56+;1;Website;3559.78;7;4;4.00;f
301;2023-10-28;2023;4;10;43;28;35;35;Product 35;Electronics;Subcat C;Brand W;84;84;Customer 84;New York;Male;56+;2;Mobile App;583.52;4;4;4.00;f
208;2023-07-27;2023;3;7;30;27;15;15;Product 15;Electronics;Subcat A;Brand W;34;34;Customer 34;Texas;Male;56+;1;Website;458.56;2;4;4.00;f
84;2023-03-25;2023;1;3;12;25;45;45;Product 45;Electronics;Subcat A;Brand Y;14;14;Customer 14;Texas;Male;56+;2;Mobile App;2505.28;8;4;4.00;f
328;2023-11-24;2023;4;11;47;24;50;50;Product 50;Electronics;Subcat C;Brand Z;54;54;Customer 54;Texas;Male;56+;1;Website;602.36;2;4;4.00;f
98;2023-04-08;2023;2;4;14;8;40;40;Product 40;Electronics;Subcat B;Brand X;4;4;Customer 4;New York;Male;56+;1;Website;2104.02;6;4;4.00;f
155;2023-06-04;2023;2;6;22;4;25;25;Product 25;Electronics;Subcat B;Brand Y;99;99;Customer 99;Florida;Female;56+;1;Website;376.28;4;4;4.00;f
136;2023-05-16;2023;2;5;20;16;30;30;Product 30;Electronics;Subcat A;Brand Z;64;64;Customer 64;New York;Male;56+;1;Website;1694.24;8;4;4.00;f
19;2023-01-19;2023;1;1;3;19;5;5;Product 5;Electronics;Subcat C;Brand Y;64;64;Customer 64;New York;Male;56+;1;Website;1556.22;6;4;4.00;f
326;2023-11-22;2023;4;11;47;22;30;30;Product 30;Electronics;Subcat A;Brand Z;54;54;Customer 54;Texas;Male;56+;1;Website;2545.40;11;4;4.00;f
311;2023-11-07;2023;4;11;45;7;50;50;Product 50;Electronics;Subcat C;Brand Z;14;14;Customer 14;Texas;Male;56+;1;Website;1391.16;6;4;4.00;f
138;2023-05-18;2023;2;5;20;18;15;15;Product 15;Electronics;Subcat A;Brand W;39;39;Customer 39;Florida;Female;56+;2;Mobile App;2682.78;6;4;4.00;f
147;2023-05-27;2023;2;5;21;27;45;45;Product 45;Electronics;Subcat A;Brand Y;34;34;Customer 34;Texas;Male;56+;2;Mobile App;190.89;3;4;4.00;f
43;2023-02-12;2023;1;2;6;12;40;40;Product 40;Electronics;Subcat B;Brand X;4;4;Customer 4;New York;Male;56+;1;Website;865.50;3;4;4.00;f
24;2023-01-24;2023;1;1;4;24;50;50;Product 50;Electronics;Subcat C;Brand Z;4;4;Customer 4;New York;Male;56+;2;Mobile App;936.36;6;4;4.00;f
253;2023-09-10;2023;3;9;36;10;45;45;Product 45;Electronics;Subcat A;Brand Y;4;4;Customer 4;New York;Male;56+;1;Website;2199.30;10;4;4.00;f
204;2023-07-23;2023;3;7;29;23;35;35;Product 35;Electronics;Subcat C;Brand W;64;64;Customer 64;New York;Male;56+;2;Mobile App;1513.92;8;4;4.00;f
102;2023-04-12;2023;2;4;15;12;5;5;Product 5;Electronics;Subcat C;Brand Y;39;39;Customer 39;Florida;Female;56+;2;Mobile App;224.54;2;4;4.00;f
122;2023-05-02;2023;2;5;18;2;45;45;Product 45;Electronics;Subcat A;Brand Y;99;99;Customer 99;Florida;Female;56+;2;Mobile App;2828.58;6;4;4.00;f
365;2023-12-31;2023;4;12;52;31;10;10;Product 10;Electronics;Subcat B;Brand Z;14;14;Customer 14;Texas;Male;56+;1;Website;2227.92;4;4;4.00;f
336;2023-12-02;2023;4;12;48;2;5;5;Product 5;Electronics;Subcat C;Brand Y;4;4;Customer 4;New York;Male;56+;2;Mobile App;528.92;1;4;4.00;f
343;2023-12-09;2023;4;12;49;9;25;25;Product 25;Electronics;Subcat B;Brand Y;74;74;Customer 74;Texas;Male;56+;2;Mobile App;3538.60;5;4;4.00;t
352;2023-12-18;2023;4;12;51;18;35;35;Product 35;Electronics;Subcat C;Brand W;94;94;Customer 94;Texas;Male;56+;1;Website;1087.38;2;4;4.00;f
340;2023-12-06;2023;4;12;49;6;10;10;Product 10;Electronics;Subcat B;Brand Z;64;64;Customer 64;New York;Male;56+;2;Mobile App;898.80;8;4;4.00;f
338;2023-12-04;2023;4;12;49;4;50;50;Product 50;Electronics;Subcat C;Brand Z;74;74;Customer 74;Texas;Male;56+;1;Website;884.79;3;4;4.00;f
339;2023-12-05;2023;4;12;49;5;35;35;Product 35;Electronics;Subcat C;Brand W;94;94;Customer 94;Texas;Male;56+;2;Mobile App;2773.45;5;4;4.00;f
234;2023-08-22;2023;3;8;34;22;21;21;Product 21;Clothing;Subcat A;Brand Y;99;99;Customer 99;Florida;Female;56+;1;Website;1239.08;4;2;2.46;t
202;2023-07-21;2023;3;7;29;21;26;26;Product 26;Clothing;Subcat C;Brand Z;24;24;Customer 24;New York;Male;56+;2;Mobile App;1025.22;7;2;3.31;t
320;2023-11-16;2023;4;11;46;16;26;26;Product 26;Clothing;Subcat C;Brand Z;74;74;Customer 74;Texas;Male;56+;2;Mobile App;298.92;2;1;3.39;t
257;2023-09-14;2023;3;9;37;14;41;41;Product 41;Clothing;Subcat C;Brand Y;4;4;Customer 4;New York;Male;56+;1;Website;954.02;2;1;3.23;t
156;2023-06-05;2023;2;6;23;5;16;16;Product 16;Clothing;Subcat B;Brand X;94;94;Customer 94;Texas;Male;56+;1;Website;784.78;2;1;2.41;t
225;2023-08-13;2023;3;8;32;13;1;1;Product 1;Clothing;Subcat B;Brand Y;19;19;Customer 19;Florida;Female;56+;1;Website;990.80;10;2;2.05;t
212;2023-07-31;2023;3;7;31;31;26;26;Product 26;Clothing;Subcat C;Brand Z;59;59;Customer 59;Florida;Female;56+;1;Website;277.42;2;1;2.62;t
243;2023-08-31;2023;3;8;35;31;23;23;Product 23;Books;Subcat C;Brand W;49;49;Customer 49;California;Female;56+;1;Website;3935.16;9;1;2.06;f
95;2023-04-05;2023;2;4;14;5;2;2;Product 2;Home & Garden;Subcat C;Brand Z;69;69;Customer 69;California;Female;56+;1;Website;318.71;7;4;3.95;f
